,t=0,t=1,t=2,t=3,t=4,t=5,t=6,t=7,t=8,t=9,t=10,t=11,t=12,t=13,t=14,t=15,t=16,t=17,t=18,t=19,t=20,t=21,t=22,t=23,t=24,t=25,t=26,t=27,t=28,t=29,t=30,t=31,t=32,t=33,t=34,t=35,t=36,t=37,t=38,t=39,t=40,t=41,t=42,t=43,t=44,t=45,t=46,t=47,t=48,t=49,t=50,t=51,t=52,t=53,t=54,t=55,t=56,t=57,t=58,t=59,t=60
19,1910.792990962651,1898.176985929052,1885.3253587572954,1872.211922449705,1858.8122599348458,1845.1036096774906,1831.0660501396937,1816.6834721271644,1801.9441540257085,1786.8416344370062,1771.3752382049092,1755.5504673614323,1739.3791554170684,1722.8793364705084,1706.0748768922535,1688.9947898892533,1671.6722921917362,1654.1190956574897,1636.229094720769,1617.9049768825612,1599.0454071764468,1579.5429423751616,1559.2985655889838,1538.2323728331774,1516.2882207954935,1493.4428982316801,1469.7125650413395,1445.1544889425138,1419.8645409638211,1393.970619759443,1367.4886355307021,1339.9928770252097,1310.8855492402229,1279.5209809581884,1245.283735818137,1207.7545637731669,1166.8448934598819,1122.8758583838353,1076.5218154611869,1028.62519236245,979.9495191784647,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
20,1973.2883700242874,1959.8868076140293,1946.1891262291938,1932.1768513412262,1917.834708252354,1903.151453638819,1888.1205170614253,1872.74046433372,1857.0154006534185,1840.9551209237945,1824.5750577724252,1807.8959910706524,1790.9435179610437,1773.7473079944089,1756.340155510954,1738.6855211326547,1720.698750073573,1702.2784044896562,1683.3277142585432,1663.7504516345252,1643.4554960926039,1622.3680498100462,1600.4375340311085,1577.6426952290394,1553.997169662585,1529.55144109349,1504.3903171456404,1478.6261453487673,1452.3877497337135,1425.3610530070114,1397.0633604517334,1366.8944884469556,1334.2486799293315,1298.6133108619983,1259.7156526310077,1217.6248599659696,1172.7781151468412,1125.8833809271885,1077.7270336811926,1028.9646634249252,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
21,2033.3205413998005,2019.0156288229082,2004.383745604139,1989.418227130323,1974.1170449876909,1958.4831326370836,1942.5245410239763,1926.2544284725761,1909.6908280675073,1892.8562088371987,1875.7768286413075,1858.4818950255062,1841.0025595986785,1823.2578112029485,1805.175466894943,1786.6654126572312,1767.6320752408894,1747.9857459921227,1727.6437777257024,1706.5371038168796,1684.618711541155,1661.869373272264,1638.3012125134196,1613.9597297977998,1588.9222899330148,1563.2931387725394,1537.195960399438,1510.5255288510034,1482.847013458013,1453.6475878436843,1422.3441184249027,1388.393255040113,1351.3972636319365,1311.226486761792,1268.0850997336222,1222.4923258581448,1175.1588175178526,1126.801502896069,1077.9752643974475,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
22,2090.733864421004,2075.5052220507478,2059.955247829691,2044.0905666678125,2027.9224629571088,2011.4667177448148,1994.743274440651,1977.775729961922,1960.5906771358377,1943.2169292966432,1925.6570299519792,1907.8321648784522,1889.6617701582259,1871.065729113503,1851.9559913320634,1832.2465700068956,1811.8610647729015,1790.73638355368,1768.8289893816577,1746.1208749464358,1722.6230383517166,1698.376703431169,1673.4521943489187,1647.9446589000377,1621.9670278670606,1595.5394357542773,1568.3408782489028,1539.9100268440006,1509.7237247446385,1477.2347108468655,1441.9794264981122,1403.6804932334435,1362.3413623036263,1318.27607190124,1272.0550069590145,1224.3679295277104,1175.8558575507122,1126.9826850782133,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
23,2145.65470161728,2129.581344460797,2113.2261657237,2096.6068729076396,2079.7446321117714,2062.6635090785944,2045.3897892682564,2027.9512058178211,2010.3117344998043,1992.4065397029653,1974.1560494539515,1955.4799340294508,1936.2980979006754,1916.5304666878478,1896.104942043632,1874.9633140803683,1853.065563387835,1830.3947432219898,1806.9604970623218,1782.8001191782075,1757.9772000046985,1732.577696578228,1706.7031988075373,1680.4617387150367,1653.616064026981,1625.7948633299561,1596.5208285190802,1565.2793657609332,1531.5758614656202,1495.0385462427146,1455.5098256467868,1413.111601277921,1368.2421588846087,1321.4963618458025,1273.5261899149743,1224.8954641519233,1175.9878795547493,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
24,2198.4492626296214,2181.6858339512964,2164.7025783815407,2147.523342867487,2130.173417889795,2112.678753403519,2094.9677175387815,2076.9842292597414,2058.6567240196787,2039.9069083363918,2020.6577672188319,2000.835600408213,1980.3731029157502,1959.2157391436526,1937.3265362436732,1914.6897584069784,1891.313953426122,1867.2331636302542,1842.5058301981865,1817.2115412181654,1791.4458824316323,1765.3140682850367,1738.7394303992019,1711.3873776622543,1682.8537761445587,1652.657906045298,1620.3110869398065,1585.385103023845,1547.6066666597026,1506.9322809660073,1463.584676710855,1418.0218527210347,1370.8411383393623,1322.6456168243353,1273.9242796128437,1224.9915156883244,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
25,2249.630752667863,2232.370324284476,2214.960649001441,2197.397955135396,2179.622492380997,2161.5662313584744,2143.1647451781673,2124.345261096593,2105.033798173507,2085.160688010622,2064.6636088024115,2043.4916171966097,2021.6101314774692,1999.0045238112857,1975.6825113788982,1951.6752643508182,1927.0365752755145,1901.8399869207747,1876.174143643363,1850.136746068561,1823.748761221394,1796.7630447395616,1768.8181448670675,1739.4899350116323,1708.3076390348044,1674.8236826769862,1638.6864060637386,1599.7227798234903,1557.993710538995,1513.8037128759663,1467.6481305945592,1420.1094456327826,1371.7354959840964,1322.9452140235387,1273.994060981827,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
26,2299.74400596979,2282.117687655104,2264.2747263087667,2246.151497482138,2227.680502583279,2208.794773808084,2189.424802438,2169.504343779407,2148.974889385307,2127.789090759992,2105.9145727175733,2083.337528238537,2060.064924999604,2036.1253261879222,2011.568140996946,1986.4610176430742,1960.885460010634,1934.9309331004933,1908.6877225576234,1881.9733343654357,1854.4973383682002,1825.8773568350234,1795.682184760254,1763.464100840371,1728.829178386693,1691.5086683760092,1651.4272804379739,1608.7377818717691,1563.8072816482422,1517.1489421168858,1469.3175023356475,1420.8029679756655,1371.9604026226607,1322.995842687279,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
27,2348.9283665716134,2330.739045488123,2312.203364667479,2293.2552318528205,2273.829961122362,2253.86514843664,2233.3054944352807,2212.106645091154,2190.238400797001,2167.6877108340095,2144.4608489504462,2120.584169662356,2096.103414325108,2071.081502462294,2045.5948639276419,2019.7287102122095,1993.5719604137848,1967.067690811465,1939.9542834037618,1911.909831159856,1882.5389810070524,1851.4161040751196,1818.1285824764727,1782.3457062940429,1743.8842714111925,1702.7606784932866,1659.2052739556832,1613.629422151483,1566.5477499923782,1518.4783017018601,1469.853500223023,1420.971408800191,1371.9970898810952,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
28,2396.7325174335356,2377.725989378948,2358.2486140904166,2338.2419963280126,2317.654031533664,2296.4429146306875,2274.5803348260947,2252.0540245610355,2228.8696483250706,2205.051585816132,2180.642322681818,2155.7004757012796,2130.297537077451,2104.513571692609,2078.4322794575755,2052.0739410300966,2025.245229134824,1997.6594852226626,1968.9716228000975,1938.7824699606617,1906.6839441857505,1872.3089044438889,1835.3963223678597,1795.8477598734316,1753.762566285323,1709.4336378000746,1663.2998201036546,1615.8640819920552,1567.6021899913017,1518.8912626666652,1469.9793750351637,1420.9979629167667,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
29,2442.679972843047,2422.633956307146,2402.0192985238755,2380.7966007197383,2358.9391699058124,2336.4354251809377,2313.2905155357807,2289.527006510526,2265.1843646959815,2240.317143575831,2214.991964469844,2189.2834532384077,2163.2693693993638,2137.0251671061187,2110.4085716193867,2083.18937632773,2055.059053111177,2025.6580448510445,1994.593029636587,1961.4843355470798,1926.0185820568481,1888.0078298204198,1847.4346805430598,1804.470828772192,1759.4567745748861,1712.8440937161126,1665.1140654785145,1616.697360280253,1567.9194242878064,1518.9851347371357,1469.998574041737,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
30,2486.4002614287087,2465.1665665502715,2443.3138345766674,2420.8310684335966,2397.7229669613807,2374.0105087418233,2349.7305019478654,2324.9339973852047,2299.683630074428,2274.0501165730257,2248.1082686762074,2221.933084114007,2195.4817517815086,2168.5471160240854,2140.8703863017154,2112.1260762410143,2081.9491302106344,2049.961662716345,2015.8218065691144,1979.2759056205286,1940.2096606024506,1898.6805990938556,1854.9210757123783,1809.3049852394802,1762.2841434568668,1714.3109261852935,1665.770267834445,1616.9403854608925,1567.9892948647598,1518.9990018292158,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
31,2527.7033637559452,2505.2401609616186,2482.1664873465697,2458.5019062595425,2434.280845557704,2409.551182373585,2384.3718627993053,2358.809728213406,2332.935826352383,2306.8215361317407,2280.4858268613184,2253.7755599383777,2226.461112304405,2198.2604369584838,2168.8372218242766,2137.8298948518886,2104.8850123481493,2069.706161489026,2032.1029896354853,1992.032852337051,1949.6202997177857,1905.14626784029,1859.0050494720845,1811.6385326814939,1763.4654408722909,1714.825975141951,1665.9559588594648,1616.9922967894672,1567.999301280451,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
32,2566.6205031141176,2543.0008452666166,2518.8352031866634,2494.168500113785,2469.056154669866,2443.5611269661467,2417.7503911329886,2391.691054052571,2365.4462817527588,2338.9040215351347,2311.879809107373,2284.123057168362,2255.3342618509278,2225.1731865999636,2193.2904377432324,2159.3650378230336,2123.1517639310973,2084.524836295931,2043.5091451703038,2000.2871617812261,1955.1765065959207,1908.5803970257257,1860.922874650888,1812.5863392461406,1763.8684354517902,1714.9675095080818,1665.9944610215218,1616.9995108963158,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
33,2603.393870468536,2578.786895670456,2553.7385881542486,2528.3086761947125,2502.5611977195595,2476.561268472972,2450.3721458129558,2423.9613599205204,2397.16320897863,2369.7679796801185,2341.5070443498576,2312.0696811066805,2281.118992703437,2248.3258736115417,2213.408557304264,2176.1767694271334,2136.5684489178843,2094.6702117024415,2050.71270027743,2005.0389567685722,1958.051340504759,1910.1502086225032,1861.6806545562724,1812.9007236132466,1763.9760626566447,1714.9960200032917,1665.9996576274211,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
34,2638.4193820935634,2613.0518685166708,2587.3651488790924,2561.4216215634724,2535.2820454073853,2508.9638582543485,2482.344520617598,2455.2385622441125,2427.4143865302376,2398.589335847182,2368.4480160076055,2336.664130776431,2302.9361196134178,2267.0266936177954,2228.8023450160354,2188.2620213901405,2145.5470238254047,2100.9262521123183,2054.7578730603914,2007.4353444079686,1959.3313535154575,1910.7540249323508,1861.9252224765337,1812.9823864908703,1763.9971421040627,1714.9997603391948,1666.0,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
35,2672.16134828832,2646.270828059969,2620.176507240846,2593.93139291822,2567.446537110168,2540.5727877737463,2513.105411138093,2484.794725224048,2455.3488488429384,2424.454379166369,2391.8025598701506,2357.1255610888297,2320.2342578647904,2281.0519077744457,2239.634220877403,2196.169353014349,2150.954787788552,2104.3547043664316,2056.7473107471924,2008.47523220538,1959.8109491485325,1910.943772319623,1861.9870552868317,1812.997949144075,1763.9998322374363,1715.0,1666.0,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
36,2705.0709626089947,2678.8710971580203,2652.4918069647597,2625.7994397400184,2598.622879209671,2570.739759226828,2541.886571433877,2511.7675459234792,2480.077839111408,2446.532578983166,2410.902623580201,2373.049102726735,2332.950407404605,2290.71357320831,2246.5653953137607,2200.822827345722,2153.848252979119,2105.999866408724,2057.589162952298,2008.8550013617732,1959.9577898593348,1910.9904974519964,1861.998529170714,1812.9998825662053,1764.0,1715.0,1666.0,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
37,2737.493146682591,2710.9445955732554,2684.001102326412,2656.4716483613297,2628.118776381867,2598.6698164102913,2567.830721355258,2535.311464029409,2500.8565888380763,2464.279278499535,2425.4914733113137,2384.523671341998,2341.5279538625823,2296.7615087225504,2250.5524400097274,2203.254869559074,2155.203641578968,2106.6791169762046,2057.8890096986543,2008.9683624847098,1959.9930319439184,1910.998945758403,1861.9999177963437,1813.0,1764.0,1715.0,1666.0,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
38,2769.270136019624,2742.0297303944844,2714.096529219987,2685.221251223522,2655.1270258540503,2623.527181222821,2590.152254247135,2554.7807647551617,2517.2705085616944,2477.5833787067327,2435.797824629377,2392.104182299927,2346.7820486537303,2300.1633084931495,2252.5886682878013,2204.3675319881654,2155.749942942959,2106.915203532053,2057.97632247665,2008.994895791177,1959.9992447681143,1910.9999424574405,1862.0,1813.0,1764.0,1715.0,1666.0,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
39,2799.863601518921,2771.475967475939,2742.0279900731593,2711.2437140556476,2678.849319859375,2644.600976678002,2608.3146623500256,2569.8937567380412,2529.348002482851,2486.7987912937933,2442.467713510765,2396.649286336053,2349.67284092814,2301.8617499431175,2253.4989404721878,2204.80556026824,2155.935334027229,2106.982305182639,2057.996264829947,2008.9994592537425,1959.9999597202082,1911.0,1862.0,1813.0,1764.0,1715.0,1666.0,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
40,2828.589822806355,2798.52215191066,2767.0085295314943,2733.7930989751367,2698.6619169119144,2661.4707774577105,2622.1683793756415,2580.8091655300423,2537.5518793068222,2492.6424180038903,2446.3833951545166,2399.09631573093,2351.0844236041075,2302.6039954797507,2253.849123830731,2204.9507721432105,2155.9867944138336,2106.997269286622,2057.999613018864,2008.9999718041458,1960.0,1911.0,1862.0,1813.0,1764.0,1715.0,1666.0,1617.0,1568.0,1519.0,1470.0,1421.0,1372.0,1323.0,1274.0,1225.0,1176.0,1127.0,1078.0,1029.0,980.0,931.0,882.0,833.0,784.0,735.0000000000001,686.0000000000001,637.0000000000001,588.0000000000001,539.0000000000001,490.0000000000001,441.00000000000006,392.00000000000006,343.0,294.0,245.0,196.0,147.0,98.0,49.0,0.0
